Persona,Approx Group,Date Active,Status,Handle,ID,Name,Followers,Tweets,Date Created,Date Suspended
Ames,Shed adj,2018-07-21,Suspended,@vivalaames99,2440766004,,,,,
Ames,Shed adj,2018-09-17,Suspended,@vivalaames14,,,,,,
Ames,Shed adj,2018-10-28,Inactive,@StopMediaHate,1019273767225212928,,,,2018-07-17,
Ames,Shed adj,2018-12-26,Name change,@RightHook99,1078364392775925760,,,,2018-12-26,
Ames,Shed adj,2019-08-20,Suspended,@RightHookUSA,246957161,AmyTriangular flag on post,,,,
Ames,Shed adj,2019-10-23,Suspended,@BirdNurse1,1186259067540508672,,,,2019-10-21,
Ames,Shed adj,2019-11-20,Suspended,@Starkravinmad5,1196399620043296768,,,,2019-11-18,
Ames,Shed adj,2019-11-22,Suspended,@Bettybass77,1198048881596141570,,,,2019-11-22,
Ames,Shed adj,2019-11-22,Suspended,@Starkreality34,,,,,,
Ames,Shed adj,2020-10-03,Suspended,@MaybeAmes,1185568362870591488,President-Elect Ames,19108,,2019-10-19,
Ames,Shed adj,2022-01-27,Suspended,@RestingTwitFace,1124502369453133825,Ames,5698,,2019-05-03,2022-01-27
Ames,Shed adj,2022-01-31,Suspended,@AlongCameAmes,1295537448345382914,Amy,146,,2020-08-17,2022-01-31
Ames,Shed adj,2022-04-27,Suspended,@AbsolutelyAmes,1487081462289555456,Ames,312,,2022-01-28,2022-04-28
Anglo-Celt,,2021-11-22,Suspended,@ACPSquadron,1403400535189901319,Anglo-Celt Protection Squadron,,,2021-06-11,2021-11-22
Anglo-Celt,,2022-02-06,Suspended,@ACSquadrista,1473124670362763265,Anglo Celt Squadrista,169,,2021-12-20,2022-03-17
Anglo-Celt,,2022-03-21,Suspended,@angloceltcn,1403396967015796740,Anglo Celt Camicia Nera,95,,2021-06-11,2022-03-22
Anglo-Celt,,2022-03-21,Suspended,@AngloCeltSounds,1394085588920377348,,,,2021-05-16,2022-03-21
Anglo-Celt,,2022-03-22,Suspended,@AngloCeltRegen,1414894879872798721,,258,,2021-07-13,2022-03-23
Anime Avi / CO Groyper,America First,2022-05-12,Suspended,@MioPilled9,1522361219411234816,Mio,200,,2022-05-05,2022-05-26
Anime Avi / CO Groyper,America First,2022-05-13,Suspended,@DuckySkakingA,1524897071945371648,Ducky,233,,2022-05-12,2022-05-15
Anime Avi / CO Groyper,America First,2022-05-15,Suspended,@ColoradoGroyper,,,,,,2022-05-15
Anime Avi / CO Groyper,America First,2022-05-19,Suspended,@PunishedMio,,,,,,2022-05-19
Anime Avi / CO Groyper,America First,2022-05-26,Suspended,@RacistMio,1529499502532501507,Mio ❄️,126,,2022-05-25,2022-05-26
Anime Avi / CO Groyper,America First,2022-05-26,Suspended,@MioFrenCO,1527305950192758789,,,,2022-05-19,2022-05-25
Anime Avi / CO Groyper,America First,2022-05-28,Suspended,@LurkerMio,1529764028872110081,,,,2022-05-26,2022-05-29
Anime Avi / CO Groyper,America First,2022-06-01,Suspended,@HiddenMio,1296028976670838784,,,,2020-08-19,2022-06-01
Anime Avi / CO Groyper,America First,2022-06-04,Suspended,@ColaEnjoyer,1531946221211885568,,,,2022-06-01,2022-06-04
Anime Avi / CO Groyper,America First,2022-06-14,Suspended,@sippingoncoke,1533030873242664960,,,,2022-06-02,2022-06-08
Anime Avi / CO Groyper,America First,2022-06-15,Suspended,@EvasiveMio,1534479381913079808,,,,2022-06-07,2022-06-14
Anime Avi / CO Groyper,America First,2022-06-15,Suspended,@NiggaWhoGrapes,,,,,,2022-06-15
Anime Avi / CO Groyper,America First,2022-06-21,Suspended,@SodiePopMio,,,,,,2022-06-21
Anime Avi / CO Groyper,America First,2022-06-22,Suspended,@AvoidingJannies,,,,,,2022-06-22
Anime Avi / CO Groyper,America First,2022-06-23,Suspended,@animezoomer,,,,,,2022-06-23
Anime Avi / CO Groyper,America First,2022-06-24,Suspended,@animeavigroyper,,,,,,2022-06-24
Anime Avi / CO Groyper,America First,2022-06-27,Suspended,@BannedZoomer,,,,,,2022-06-27
Anime Avi / CO Groyper,Anitwtkkk,2022-06-29,Suspended,@AnimeAviMemer,,,,,,2022-06-29
Anime Avi / CO Groyper,Anitwtkkk,2022-06-30,Suspended,@animeavigamer,,,,,,2022-06-30
Anime Avi / CO Groyper,Anitwtkkk,2022-07-01,Suspended,@ForbiddenAnitwt,,,,,,2022-07-01
Anime Avi / CO Groyper,Anitwtkkk,2022-07-02,Suspended,@SecretAnimeAvi,,,,,,2022-07-02
Anime Avi / CO Groyper,Anitwtkkk,2022-07-05,Suspended,@AnimeAvi1984,,,,,,2022-07-05
Anime Avi / CO Groyper,Anitwtkkk,2022-07-11,Suspended,@animegroyper88,,,,,,2022-07-11
Anime Avi / CO Groyper,Anitwtkkk,2022-07-13,Suspended,@AnSeabhacGlas,,,,,,2022-07-14
Anime Avi / CO Groyper,Anitwtkkk,2022-07-19,Suspended,@HayuReich,,,,,,2022-07-19
Anime Avi / CO Groyper,America First,2022-07-21,Suspended,@LiberaIJudaism,,,,,,2022-07-21
Anime Gamer,Anitwtkkk,2021-02-06,Suspended,@AnimeGamer1941,,,,,,2021-02-06
Anime Gamer,Anitwtkkk,2022-06-18,Suspended,@AnimeGamer1991,,,,,,2022-06-18
Anime Gamer,Anitwtkkk,2022-06-19,Suspended,@AnimeGamerLast,,,,,,2022-06-19
Anime Gamer,Anitwtkkk,2022-06-29,Suspended,@AnimeGamer1938,,,,,,2022-06-29
Anime Gamer,Anitwtkkk,2022-07-13,Suspended,@AnimeGamer1937,,,,,,2022-07-14
Anime Gamer,Anitwtkkk,2022-07-16,Suspended,@animegamer1935,,,,,,2022-07-16
Anime Gamer,Anitwtkkk,2022-07-17,Suspended,@AnimeGamer1934,,,,,,2022-07-17
Anime Gamer,Anitwtkkk,2022-07-18,Suspended,@AnimeGamer1933,,,,,,2022-07-18
Anime Gamer,Anitwtkkk,2022-07-19,Suspended,@YuiGamer1945,,,,,,2022-07-19
AnimeRapist / Cookie,Nazi,2021-05-29,Suspended,@gapmoerapist,1398247872726900741,cookie,,,2021-05-28,2021-06-16
AnimeRapist / Cookie,Nazi,2022-05-18,Suspended,@hentairacist,1405265515526959108,,,,2021-06-16,2022-05-18
AnimeRapist / Cookie,Nazi,2022-05-25,Suspended,@ANIMERAPI5T,1526898930763563010,,,,2022-05-18,2022-05-23
AnimeRapist / Cookie,Nazi,2022-05-25,Suspended,@ANlMERACIST,1528705582181629952,,,,2022-05-23,2022-05-25
AnimeRapist / Cookie,Nazi,2022-06-05,Suspended,@ANIMERAPIS7,1529854351065374720,,,,2022-05-26,2022-06-06
AnimeRapist / Cookie,Nazi,2022-06-15,Suspended,@4NIMERAPIST,1533798540832559104,,,,2022-06-02,2022-06-12
AnimeRapist / Cookie,Nazi,2022-06-15,Suspended,@ANIMECOOKlE,,,,,,2022-06-15
Anita,The Shed,2020-10-24,Suspended,@kate_hikes,740612009687953414,kate hikes,,,,2020-10-24
Anita,The Shed,2021-02-03,Suspended,@6GoriIIian,1356764046578515969,Kate Hikes,1331,,2021-02-03,2021-02-27
Anita,The Shed,2021-04-23,Suspended,@6BazilIon,1383883474642247681,Kate Hikes,192,,2021-04-18,2021-04-30
Anita,The Shed,2021-05-22,Suspended,@AnitaOtraVes,1394363137353265165,Anita Tequilas,92,,2021-05-17,2021-05-24
Anita,The Shed,2021-10-02,Not Available,@kateh1kes,1443289844524863488,Kate Hikes,183,,2021-09-29,2021-10-04
Anita,The Shed,2021-11-09,Suspended,@PoojamRamaram,1452824849164820486,Poojam Ramamamaram,87,,2021-10-25,2021-11-10
Anita,The Shed,2022-03-22,Suspended,@KateHikes5,1498266744049307650,,,,2022-02-28,2022-03-23
Anita,The Shed,2022-04-29,Suspended,@KATEHlKES,1519507889697615872,Kate Hikes,106,,2022-04-27,2022-04-30
Anita,The Shed,2022-05-20,Suspended,@KateHikes7,1519125862112657408,,,,2022-04-26,2022-05-20
Anita,The Shed,2022-05-20,Suspended,@TruTriangulated,1259093651235442690,,,,2020-05-08,2022-05-20
Anitaku,Anitwtkkk,2020-10-19,Suspended,@Aniiitaku,1137044544632107011,🏳️‍🌈⃠ϟϟAnitaku|阿尼塔库,187,,2019-06-07,
Anitaku,Anitwtkkk,2020-10-24,Suspended,@Anietaku,1317221957486727170,,,,2020-10-16,
Anitaku,Anitwtkkk,2021-01-20,Suspended,@Anidakku,1352619884455354369,,,,2021-01-22,
Anitaku,Anitwtkkk,2021-06-06,Suspended,@anishinanitaku,1394038464975417349,Anitaku,52,,2021-05-16,2022-01-02
Anitaku,Anitwtkkk,2022-01-02,Suspended,@reichtaku,1421346643815944195,🇨🇳Anitaku🍦🌶,,,2021-07-30,2022-03-01
Anitaku,Anitwtkkk,2022-03-01,Suspended,@anottaku,1477914347070537729,🇷🇺Anitaku🌶🍦🧦🌐,164,,2022-01-03,2022-03-07
Anne,,2018-06-21,Suspended,@VoiceOfAnne,983870945315184640,,,,2018-04-09,
Anne,,2018-08-10,Suspended,@ghostofanne,1009965311599267840,,,,2018-06-21,
Anne,,2018-10-09,Suspended,@CantStopAnnie,,,,,,
Anne,,2018-11-29,Suspended,@TheAnneFrankk,,,,,,
Anne,,2018-12-07,Suspended,@StankAnne,,,,,,
Annie K,,2019-09-17,Suspended,@anniek47_,1050179590658777088,Annie K,1250,,2018-10-11,
Annie K,,2019-09-17,Suspended,@anniek186,1159743433948454913,,,,2019-08-09,2019-09-17
Annie K,,2019-10-09,Suspended,@anniek1218_,1178461116000821248,,,,2019-09-29,2019-10-09
Annie K,,2020-08-11,Suspended,@AnnieK47___,1292608650763280384,Annie K,228,,2020-08-09,2020-10-30
Annie K,,2021-11-05,Suspended,@AnnieK_86,1453229708720676880,Annie K,,,2021-10-26,2021-11-10
Anon Crusader,America First,2021-12-04,Suspended,@AnonCrusader,1453091784762998789,,,,2021-10-26,2021-12-04
Anon Crusader,America First,2022-05-08,Suspended,@punishedAC,1507816711197757449,,,,2022-03-26,2022-05-08
Anon Crusader,America First,2022-05-15,Suspended,@RealAnonCrusade,,,,,,2022-05-15
Anon Crusader,America First,2022-05-19,Suspended,@ReturnedAC,,,,,,2022-05-19
Anon Crusader,America First,2022-05-25,Suspended,@AirCoolGroyp,,,,,,2022-05-25
Anon Crusader,America First,2022-05-31,Suspended,@UrabeGroyper,1528763910198796292,,,,2022-05-23,2022-05-31
AOC,,2021-05-09,Suspended,@Aryan_AOC,1347644516891652096,🐸 Aryan AOCs Big White Milkers Groyper,452,,2021-01-08,
AOC,,2021-10-23,Suspended,@_AryanAOC,1399855121597558784,AOC,1529,,2021-06-01,
AOC,,2022-01-07,Suspended,@cadillac_incel,1399528736685314048,cadillac incel ✟,419,,2021-05-31,2022-01-07
AOC,,2022-02-15,Suspended,@cadatouille,1405386145731518464,Cad ✞,786,,2021-06-16,2022-02-16
AOC,,2022-02-27,Suspended,@GH0STMERCH,1493975164869955587,ℂ𝕒𝕕illac ɪɴᴄᴇʟ ✞ 👻,98,,2022-02-16,2022-02-28
AOC,,2022-04-19,Suspended,@AryanA0C,1498352786840293378,Aryan AOC ✞,199,,2022-02-28,2022-04-19
Apple,RGC,2022-03-26,Suspended,@TheAppleInQ1,1507381079669415949,TheAppleInQ,10,,2022-03-25,2022-04-13
Apple,RGC,2022-04-02,Suspended,@AppIeLs1,1507505483892068355,TheAppleReturns,18,,2022-03-25,2022-04-13
Apple,RGC,2022-04-11,Suspended,@ApplesJewish,1507846571559432193,,,,2022-03-26,2022-04-11
Apple,RGC,2022-05-05,Suspended,@p_tiergriffin,1522026563599970305,P_TierGriffin,12,,2022-05-04,2022-05-06
Apple,RGC,2022-05-23,Suspended,@AdolfusAppler,,,,,,2022-05-23
Apple,RGC,2022-06-09,Suspended,@ImamAppler,,,,,,2022-06-09
Aragorn,The Shed,2021-08-24,Suspended,@Fan21Sam,1365805766121291786,Unvaccinated Lord Aragorn ✝,465,,2021-02-27,2021-09-24
Aragorn,The Shed,2021-10-05,Suspended,@AragornPure,1441158460305932299,PureBloodAragorn ✝️,246,,2021-09-23,2021-10-07
Aragorn,The Shed,2021-11-04,Suspended,@PureBloodMan1,1446911734292307969,ChillAragorn 🎃,208,,2021-10-09,2021-11-08
Aragorn,The Shed,2021-11-15,Suspended,@FrenStMichael,1460038588553383941,AragornPureBlood✝,54,,2021-11-15,2021-12-13
Aragorn,The Shed,2021-12-31,Suspended,@KingGondor22,1476983967974895621,KingofGondorPureBlood,,,2021-12-31,2022-01-12
Aragorn,The Shed,2022-01-08,Suspended,@TuckerRavens14,1470520531720060932,MerryChristmasAragorn🎄🎅,150,,2021-12-13,2022-01-12
Aragorn,The Shed,2022-01-23,Suspended,@AlphaAragorn22,1482111666196205573,AlphaAragorn22,110,,2022-01-14,2022-01-26
Aragorn,The Shed,2022-04-26,Suspended,@StormTucker14,1504588198726578183,LordAragorn,101,,2022-03-17,2022-04-26
Aragorn,The Shed,2022-04-27,Suspended,@SAragorn14,1519137299967193098,Sir Hyde 14,20,,2022-04-26,2022-04-29
Aragorn,The Shed,2022-07-17,Suspended,@SChaser88,,,,,,2022-07-17
Arch Dornan,,2020-01-17,Suspended,@ArchDornanMkXII,1163941360199700481,Arch Dornan,234,,2019-08-20,2020-01-18
Arch Dornan,,2020-01-17,Suspended,@ArchDornanMkXI,1057408121440792576,,,,2018-10-30,
Arch Dornan,,2020-01-28,Suspended,@ArchDornanMkX,1156347948537647104,Arch Dornan,8,,2019-07-30,2020-01-28
Arch Dornan,,2020-02-04,Inactive,@ArchDornanMkIX,1083490052754337792,Arch Dornan,,,2019-01-10,
Arch Dornan,,2020-05-09,Suspended,@ArchDornan20,1255622588820307969,,,,2020-04-29,2020-05-11
Arctic Ron,The Shed,2019-09-04,Suspended,@rabbiron37,1164039079085912064,Captain Ron,776,,2019-08-21,
Arctic Ron,The Shed,2020-06-10,Suspended,@ArcticDemon1933,1270840436668669952,Ron NubTub,,,2020-06-10,2020-12-09
Arctic Ron,The Shed,2020-12-09,Suspended,@TundraWarlord,1336454347153055745,Arctic Ron,2094,,2020-12-09,2020-12-15
Arctic Ron,The Shed,2021-02-02,Suspended,@ArcticRevenant,1356393324098285569,IceLord Ron,,,2021-02-02,2021-02-14
Arctic Ron,The Shed,2021-02-14,Suspended,@ArcticNomad1933,1361076299645730822,NorthRon,,,2021-02-14,2021-02-28
Arctic Ron,The Shed,2021-11-04,Suspended,@VesperRon,1368707763258470409,νєѕρєя яσи,571,,2021-03-07,2021-11-04
Arty,Anitwtkkk,2021-11-09,Suspended,@AryanBussy1488,4745693800,xan,418,,2016-01-08,
Arty,Anitwtkkk,2022-03-15,Suspended,@Aryanbussy88,1393639696794783745,Artyom 🇺🇦 ꑭ,895,,2021-05-15,2022-03-16
Arty,Anitwtkkk,2022-03-16,Suspended,@FemboyF4scism,1504225233229819905,Punished Arty,138,,2022-03-16,2022-03-17
Arty,Anitwtkkk,2022-06-12,Suspended,@nyaazov,1522339155841372160,,,,2022-05-05,2022-06-09
Arty,Anitwtkkk,2022-06-13,Suspended,@AryanGorou,,,,,,2022-06-13
Arty,Anitwtkkk,2022-06-13,Suspended,@CatboyAryan,,,,,,2022-06-12
Arty,Anitwtkkk,2022-06-30,Suspended,@catboybandaid,,,,,,2022-06-30
Ash,Nazi Lounge,2018-10-04,Suspended,@ash76132033,,,,,,
Ash,Nazi Lounge,2018-10-17,Suspended,@Ash79025484,1052241402934034432,,,,2018-10-15,
Ash,Nazi Lounge,2018-10-26,Suspended,@Ash60405993,,,,,,
Ash,Nazi Lounge,2018-11-10,Suspended,@black_rapist_99,1060843526198648833,,,,2018-11-08,
Ash,Nazi Lounge,2020-06-04,Suspended,@TerryGillard2,1246015093952913408,A$h,,,2020-04-03,2020-06-04
Ash,Nazi Lounge,2020-06-19,Deleted,@TerryCHOP2,1273559107228884994,Ash Terry,,,2020-06-19,
Ash,Nazi Lounge,2020-11-12,Suspended,@AshPeters205,1325832977327198209,Ash,130,,2020-11-10,
ATL,The Shed,2019-10-12,Suspended,@ATLgroypa,1177221736338788353,ATLgroyper,,,2019-09-26,2019-10-12
ATL,The Shed,2019-11-20,Suspended,@BasedinATL,1183394671780864002,Based in A T L,665,,2019-10-12,2019-11-20
ATL,The Shed,2019-11-26,Suspended,@AtlantaResident,1198695015037448194,𝔸𝕥𝕝𝕒𝕟𝕥𝕒ℝ𝕖𝕤𝕚𝕕𝕖𝕟𝕥,,,2019-11-24,2019-11-26
ATL,The Shed,2019-12-03,Suspended,@ZzzAtlantazzZ,1201510132150153217,Buckhead,,,2019-12-03,2019-12-03
ATL,The Shed,2019-12-24,Suspended,@BowlYeah,1205496620672061441,SouthernBoy,,,2019-12-13,2019-12-24
ATL,The Shed,2020-01-09,Suspended,@HezekiahRabbi,1209284055759556608,Rabbi Hezekiah of ATL,,,2019-12-24,2020-01-09
ATL,The Shed,2020-01-14,Suspended,@WhiteAtlantian,1215169556634714113,White ATLantian,,,2020-01-11,2020-01-14
ATL,The Shed,2020-01-23,Suspended,@BasedinAtlanta,1217087873305976833,Based in Buckhead,,,2020-01-15,2020-01-23
ATL,The Shed,2020-03-05,Suspended,@AtlantaSouthern,1218964108889821185,SouthernAtlanta,,,2020-01-20,2020-03-05
ATL,The Shed,2020-03-05,Suspended,@StreetTrashATL,1219974178347945984,A T L a n t a,,,2020-01-22,2020-03-05
ATL,The Shed,2020-03-11,Suspended,@ATLGODSTAR,1233770606618824704,ATL Godstar,,,2020-03-01,2020-03-28
ATL,The Shed,2020-04-24,Suspended,@CityStreetTrash,1233909106504802305,Street Trash,,,2020-03-01,
ATL,The Shed,2020-05-19,Suspended,@ATLwhiskey,1239798305116147712,ATL,,,2020-03-18,2020-08-27
ATL,The Shed,2020-08-28,Suspended,@ATL6million,1298628319357939715,ATL 🥃,692,,2020-08-27,2020-08-28
ATL,The Shed,2021-01-20,Suspended,@ConfirmedRapist,1293162900933300228,Metro Area / ATL,583,,2020-08-11,
ATL,The Shed,2021-02-28,Suspended,@HwhiteAtl,921427567105724417,goysRus,254,,2017-10-20,
ATL,The Shed,2021-06-02,Suspended,@ParodyATL,1400123959920803842,Atlanta-based loser,36,,2021-06-02,2022-01-23
ATL,The Shed,2021-10-25,Suspended,@ATLpowered,1244345434685898753,ATL,2433,,2020-03-29,2021-11-10
ATL,The Shed,2021-11-11,Suspended,@ATLak47,1312805041137385478,-=ATL=-,68,,2020-10-04,2021-11-15
ATL,The Shed,2022-01-25,Suspended,@BigCityFool,1485327012952690697,Aye T. Elle,58,,2022-01-23,2022-01-27
ATL,The Shed,2022-01-31,Suspended,@AtlantaLoser,1486723277473017859,A. T. Hell,61,,2022-01-27,2022-02-01
ATL,The Shed,2022-04-27,Suspended,@SayNoToShlomo,1250062947004669953,ATL,92,,2020-04-14,2022-04-28
ATL,The Shed,2022-04-29,Suspended,@MetroAreaScum,1249929127697829889,∆TL,72,,2020-04-13,2022-05-01
ATL,The Shed,2022-05-01,Suspended,@MetroAreaTrash,1520420655904305165,∆TL,,,2022-04-30,2022-05-01
ATL,The Shed,2022-05-05,Suspended,@_Sharon_Apple,,,,,,2022-05-05
AusNat,,2021-02-20,Suspended,@AusNat8888,1345862596654600192,✝️🇦🇺⚡Aus Nationalist⚡🇦🇺✝️,344,,2021-01-03,
AusNat,,2021-05-09,Suspended,@AusNatKing,1370220940483727360,🇦🇺⚡AUS Afro-Latino Respecter⚡🇦🇺,552,,2021-03-12,
AusNat,,2021-10-14,Suspended,@BasedNatAus,1403546928789397505,🇦🇺⚡✝️ AusNat (Eternally Whitepilled) ✝️⚡🇦🇺,955,,2021-06-11,2021-10-23
AusNat,,2022-02-14,Suspended,@AusNat9,1453134963113488390,🇦🇺✝️⚡AusNat (Tolkien respector)⚡✝️🇦🇺,501,,2021-10-26,2022-03-07
Ausnat,,2022-03-18,Suspended,@AusNat10,1504621004563558401,🇦🇺✝️Aussie Techno-Nationalist✝️🇦🇺,51,,2022-03-18,2022-03-20
AusNat,,2022-03-28,Suspended,@ishmaeljj1988,1507116481439363076,🇦🇺Australian Chauvinist🇦🇺,81,,2022-03-24,2022-03-28
Autism,The Shed,2018-08-15,Suspended,@autismblitz,1029871949118353408,,,,2018-08-15,
Autism,The Shed,2018-12-03,Suspended,@autismunleashed,1069743097280675840,,,,2018-12-03,
Autism,The Shed,2019-01-03,Suspended,@autismholocaust,1080967056592433153,,,,2019-01-03,
Autism,The Shed,2019-02-01,Suspended,@autismjihad,1085820431758749696,,,,2019-01-16,
Autism,The Shed,2019-04-03,Suspended,@autismcaliphate,1113761403872186368,,,,2019-04-03,
Autism,The Shed,2019-07-14,Suspended,@autismterminate,1149704033436913664,,,,2019-07-13,
Autism,The Shed,2019-07-30,Suspended,@autismination,1146187118789758976,,,,2019-07-03,
Autism,The Shed,2019-09-25,Suspended,@autismchaos,1176825095760818176,,,,2019-09-25,
Autism,The Shed,2019-10-06,Suspended,@autismworldwar,1179576268196634624,,,,2019-10-03,
Autism,The Shed,2019-10-15,Suspended,@autismlegen,1182870016213110785,,,,2019-10-12,
Autism,The Shed,2019-10-15,Suspended,@autismlegend,1022166828263636995,,,,2018-07-25,
Autism,The Shed,2019-10-23,Suspended,@autismrassment,1181689484968108032,,,,2019-10-08,
Autism,The Shed,2019-10-30,Suspended,@autismimmortal,1189330110631022595,Autism Immortal,196,,2019-10-29,
Autism,The Shed,2019-11-30,Suspended,@autismretard,1194408502376185856,,,,2019-11-12,
Autism,The Shed,2020-01-01,Suspended,@autismmayhem,1162386459359350784,Autism Mayhem,923,,2019-08-16,
Autism,The Shed,2020-08-11,Suspended,@autismpurge,1225906971682975744,,,,2020-02-08,
Autism,The Shed,2020-08-17,Suspended,@autismeternal,1283930708650741762,Autism Eternal,421,,2020-07-16,
Autism,The Shed,2020-09-01,Suspended,@AutismoTheAnglo,1298689485035769856,AutismoTheAnglo,108,,2020-08-26,
Autism,The Shed,2020-11-12,Suspended,@autismpsycho,1316879810417876995,Autism Psycho,628,,2020-10-15,
Autism,The Shed,2021-02-15,Suspended,@autismblitzk,1345088961534976009,Autism Blitzkrieg,381,,2021-01-01,
Autism,The Shed,2021-02-26,Suspended,@autismpsychotic,1361363119260504066,Autism Psycho,373,,2021-02-15,
Autism,The Shed,2021-06-15,Not Available,@autismreich,1364744724259745794,Autism Reich,103,,2021-02-24,
Autism,The Shed,2021-09-30,Suspended,@autismholy,1418990568831602689,Autism Holy,457,,2021-07-24,
Autism,The Shed,2021-10-05,Suspended,@autismtemplar,1444962917154177024,Autism Templar,305,,2021-10-04,
Autism,The Shed,2022-01-10,Suspended,@autismholywar,1446564599168442380,Autism Holy Warrior,186,,2021-10-08,2022-01-27
Autism,The Shed,2022-01-25,Suspended,@autismgodwario,1481456500182859777,Autism God Warrior,107,,2022-01-12,2022-01-27
Autism,The Shed,,Not Available,@autismpocalypse,,,,,,
Autism,The Shed,,Suspended,@autismonslaught,927311707902480384,,,,2017-11-04,
Autism,The Shed,,Suspended,@banishedautism,986191230060105730,,,,2018-04-17,
Autism,The Shed,,Suspended,@worldwarautism,959837147942608896,,,,2018-02-01,
Auto Sear,The Shed,2022-01-10,Suspended,@FullAutoSear,3226571556,Білий / Силу / Шум ꑭ,541,,2015-05-25,2022-01-12
Auto Sear,The Shed,2022-03-01,Suspended,@DropInAutoSear,1482137889907646465,ꑭПатріот Україниꑭ,224,,2022-01-14,2022-03-07
Auto Sear,The Shed,2022-03-19,Suspended,@SmolHatSmasher,1502428159903424519,ꑭ Рим ꖦ 🇺🇦🤝🇹🇷,3,,2022-03-11,2022-03-21
Auto Sear,The Shed,2022-05-01,Suspended,@NovichokDorKnob,1514422774889996289,Greg’s Autistic “Secretary”,,,2022-04-13,2022-05-01
Auto Sear,The Shed,2022-05-13,Suspended,@NOVlCHOKdorKnob,1520916043161554945,,,,2022-05-01,2022-05-13
Auto Sear,The Shed,2022-05-24,Suspended,@ArsenicRiceBowl,,,,,,2022-05-25
Auto Sear,The Shed,2022-06-13,Suspended,@RicinEnvelope,,,,,,2022-06-13
Axl,The Shed,2019-05-01,Suspended,@WomanBeater93,369945455,,,,,
Axl,The Shed,2019-07-01,Suspended,@WithoutRoseart,1326377293,,,,,
Axl,The Shed,2019-08-30,Not Available,@MonsterAxl,1167571195014864897,,,,2019-08-30,
Axl,The Shed,2019-08-30,Suspended,@OhMyFascism,1167571195014864897,,,,2019-08-30,
Axl,The Shed,2019-10-19,Suspended,@Mean_Rooster,1185013130436456448,Axl (Remastered),,,2019-10-18,2019-10-19
Axl,The Shed,2020-01-02,Suspended,@WhimperingDog,1185655993495179266,Joker,94,,2019-10-19,2020-01-02
Axl,The Shed,2020-01-10,Suspended,@HappyMacaque,1212579722502103040,JOKER™,,,2020-01-02,2020-01-10
Axl,The Shed,2020-01-12,Suspended,@GallopingJoker,1213494740341018625,Joe Kerr,,,2020-01-05,2020-01-12
Axl,The Shed,2020-02-04,Suspended,@PoliticalJoker7,1223030004386336774,Political Joker,,,2020-01-31,2020-02-04
Axl,The Shed,2020-02-06,Suspended,@GallopingDog,1224837504601329664,Alter-Ego,,,2020-02-05,2020-02-06
Axl,The Shed,2020-02-10,Suspended,@LoudAirplane,1225451544470048769,The Clown Prince of Racism,,,2020-02-06,2020-02-10
Axl,The Shed,2020-03-08,Suspended,@Shekelback,1226709025594712065,UGH!,,,2020-02-10,2020-03-08
Axl,The Shed,2020-03-28,Suspended,@_Gen_Patton,1242238915324633092,George S. Patton,,,2020-03-24,2020-05-17
Axl,The Shed,2020-06-09,Suspended,@White_Recluse,1229317385934557184,LMAO!,,,2020-02-18,2020-03-18
